jmdict_seq,kana,kanji,waller_definition,jlpt_level
1576060,おととし,一昨年,year before last,N5
1414170,おとな,大人,Adult,N5
1002610,おなか,,stomach,N5
1451750,おなじ,同じ,same,N5
1001830,おにいさん,お兄さん,(honorable) older brother,N5
1001990,おねえさん,お姉さん,(honorable) older sister,N5
1002330,おばあさん,,"grandmother, female senior-citizen",N5
2261500,おばさん,伯母さん,Aunt,N5
2220600,おふろ,お風呂,Bath,N5
1513065,おべんとう,お弁当,boxed lunch,N5
1206050,おぼえる,覚える,to remember,N5
1002120,おまわりさん,,friendly term for policeman,N5
1335750,おもい,重い,Heavy,N5
1533580,おもしろい,,Interesting,N5
1174340,およぐ,泳ぐ,to swim,N5
1589500,おりる,降りる,"to get off, to descend",N5
1589600,おわる,終る,to finish,N5
1183720,おんがく,音楽,Music,N5
1344930,おんな,女,Woman,N5
1344970,おんなのこ,女の子,Girl,N5
1203620,がいこく,外国,foreign country,N5
1203650,がいこくじん,外国人,Foreigner,N5
1198550,かいしゃ,会社,Company,N5
1203090,かいだん,階段,Stairs,N5
1589730,かいもの,買い物,Shopping,N5
1473740,かう,買う,to buy,N5
1512130,かえす,返す,to return something,N5
1221270,かえる,帰る,to go back,N5
1207590,かかる,掛かる,to take time or money,N5
1260490,かぎ,鍵,Key,N5
1343950,かく,書く,to write,N5
1206900,がくせい,学生,Student,N5
1207610,かける,掛ける,to call by phone,N5
1301940,かさ,傘,Umbrella,N5
1411160,かす,貸す,to lend,N5
1499720,かぜ,風,Wind,N5
1583720,かぜ,風邪,a cold,N5
1192150,かぞく,家族,Family,N5
1516925,かた,方,"person, way of doing",N5
1206730,がっこう,学校,School,N5
1037670,カップ,,Cup,N5
1192280,かてい,家庭,Household,N5
1206110,かど,角,a corner,N5
1208910,かばん,鞄,"bag, basket",N5
1194870,かびん,花瓶,a vase,N5
1311530,かみ,紙,paper,N5
1038350,カメラ,,camera,N5
1194290,かようび,火曜日,Tuesday,N5
1365850,からい,辛い,Spicy,N5
1409140,からだ,体,Body,N5
1323560,かりる,借りる,to borrow,N5
1252560,かるい,軽い,Light,N5
1039140,カレー,,Curry,N5
1039220,カレンダー,,calendar,N5
1390020,かわ,川,River,N5
1390020,かわ,河,River,N5
1577200,かわいい,,Cute,N5
1213170,かんじ,漢字,Chinese character,N5
1534520,き,木,"tree, wood",N5
1576760,きいろ,黄色,yellow,N5
1182030,きいろい,黄色い,yellow,N5
1350040,きえる,消える,to disappear,N5
1591110,きく,聞く,"to hear, to listen to, to ask",N5
1520670,きた,北,North,N5
1042820,ギター,,Guitar,N5
1178940,きたない,汚い,Dirty,N5
1226440,きっさてん,喫茶店,coffee lounge,N5
1385070,きって,切手,postage stamp,N5
1385170,きっぷ,切符,Ticket,N5
1579260,きのう,昨日,Yesterday,N5
1578150,きゅう,九,Nine,N5
1578150,く,九,Nine,N5
1231580,ぎゅうにく,牛肉,Beef,N5
1231590,ぎゅうにゅう,牛乳,Milk,N5
1579110,きょう,今日,Today,N5
1237150,きょうしつ,教室,Classroom,N5
1249960,きょうだい,兄弟,(humble) siblings,N5
1231690,きょねん,去年,last year,N5
1257240,きらい,嫌い,Hate,N5
1384830,きる,切る,to cut,N5
1423000,きる,着る,to put on from the shoulders down,N5
1591900,きれい,,"pretty, clean",N5
1042610,キロ,,Kilogram,N5
1042620,キログラム,,Kilogram,N5
1042650,キロメートル,,Kilometer,N5
1243490,ぎんこう,銀行,Bank,N5
1243320,きんようび,金曜日,Friday,N5
1538160,くすり,薬,medicine,N5
1184270,ください,,Please,N5
1193060,くだもの,果物,Fruit,N5
1275640,くち,口,"mouth, opening",N5
1246700,くつ,靴,Shoes,N5
1246740,くつした,靴下,Socks,N5
1592250,くに,国,Country,N5
1592340,くもり,曇り,cloudy weather,N5
1457560,くもる,曇る,"to become cloudy, to become dim",N5
1154330,くらい,暗い,Gloomy,N5
1044070,クラス,,Class,N5
1046810,グラム,,Gram,N5
1547720,くる,来る,to come,N5
1323080,くるま,車,"car, vehicle",N5
1287410,くろ,黒,Black,N5
1287420,くろい,黒い,black,N5
1252330,けいかん,警官,policeman,N5
1579100,けさ,今朝,this morning,N5
1350110,けす,消す,"to erase, to turn off power",N5
1254760,けっこう,結構,"splendid, enough",N5
1254790,けっこん,結婚,Marriage,N5
1255890,げつようび,月曜日,Monday,N5
1263400,げんかん,玄関,entry hall,N5
1260720,げんき,元気,"health, vitality",N5
1268060,ご,五,Five,N5
1273270,こうえん,公園,Park,N5
1592970,こうさてん,交差点,intersection,N5
1280770,こうちゃ,紅茶,black tea,N5
1272500,こうばん,交番,police box,N5
1380440,こえ,声,Voice,N5
1049000,コート,,"coat, tennis court",N5
1049180,コーヒー,,Coffee,N5
1288810,ここ,此処,Here,N5
1268990,ごご,午後,afternoon,N5
1243850,ここのか,九日,"nine days, ninth day",N5
1243600,ここのつ,九つ,Nine,N5
1269060,ごぜん,午前,morning,N5
1449540,こたえる,答える,to answer,N5
1004500,こちら,,this person or way,N5
1004500,こっち,此方,this person or way,N5
2846389,コップ,,a glass,N5
1579130,ことし,今年,this year,N5
1264540,ことば,言葉,"word, language",N5
1307850,こども,子供,Child,N5
1582920,この,此の,This,N5
1270590,ごはん,御飯,"cooked rice, meal",N5
1050590,コピー,,to copy,N5
1289590,こまる,困る,to be worried,N5
2216120,これ,,This,N5
1289100,こんげつ,今月,this month,N5
1289220,こんしゅう,今週,this week,N5
1004880,こんな,,Such,N5
1289470,こんばん,今晩,this evening,N5
1005110,さあ,,well…,N5
1296970,さいふ,財布,Wallet,N5
1578010,さかな,魚,Fish,N5
1387210,さき,先,"the future, previous",N5
1297210,さく,咲く,to bloom,N5
1297960,さくぶん,作文,"composition, writing",N5
1291330,さす,差す,"to stretch out hands, to raise an umbrella",N5
1299400,ざっし,雑誌,Magazine,N5
1291600,さとう,砂糖,Sugar,N5
1210360,さむい,寒い,Cold,N5
1293660,さらいねん,さ来年,year after next,N5
1579350,さん,三,Three,N5
1303620,さんぽ,散歩,to stroll,N5
1579470,し,四,Four,N5
1579470,よん,四,Four,N5
1576630,しお,塩,Salt,N5
1505990,しかし,然し,However,N5
1315920,じかん,時間,Time,N5
1304970,しごと,仕事,Job,N5
1318970,じしょ,辞書,Dictionary,N5
1381820,しずか,静か,Quiet,N5
1184140,した,下,Below,N5
1319210,しち,七,Seven,N5
1319210,なな,七,Seven,N5
1320760,しつもん,質問,Question,N5
1318290,じてんしゃ,自転車,Bicycle,N5
1318400,じどうしゃ,自動車,Automobile,N5
1310730,しぬ,死ぬ,to die,N5
1315140,じびき,字引,Dictionary,N5
1318610,じぶん,自分,Oneself,N5
1436560,しまる,閉まる,"to close, to be closed",N5
1508590,しめる,閉める,to close something,N5
1436570,しめる,締める,to tie,N5
1005900,じゃ,,well then…,N5
1005900,じゃあ,,well then…,N5
1321900,しゃしん,写真,photograph,N5
1061520,シャツ,,Shirt,N5
1061820,シャワー,,Shower,N5
1579840,じゅう,十,Ten,N5
1579840,とお,十,Ten,N5
1330290,じゅぎょう,授業,"lesson, class work",N5
1337270,しゅくだい,宿題,homework,N5
1353320,じょうず,上手,Skillful,N5
1580480,じょうぶ,丈夫,"strong, durable",N5
1595020,しょうゆ,,soy sauce,N5
1358550,しょくどう,食堂,dining hall,N5
1420470,しる,知る,to know,N5
1474900,しろ,白,White,N5
1474910,しろい,白い,White,N5
1362360,しんぶん,新聞,newspaper,N5
1372190,すいようび,水曜日,Wednesday,N5
1228260,すう,吸う,"to smoke, to suck",N5
1067470,スカート,,Skirt,N5
1277450,すき,好き,Likeable,N5
1348910,すくない,少ない,a few,N5
1430620,すぐに,,Instantly,N5
1348870,すこし,少し,Few,N5
1554370,すずしい,涼しい,Refreshing,N5
1070790,ストーブ,,Heater,N5
1072590,スプーン,,Spoon,N5
1073210,スポーツ,,Sport,N5
1074260,ズボン,,Trousers,N5
1334040,すむ,住む,to live in,N5
1073900,スリッパ,,Slippers,N5
1157170,する,為る,to do,N5
1291800,すわる,座る,to sit,N5
2147990,せ,背,"height, stature",N5
1379380,せいと,生徒,Pupil,N5
1074270,セーター,,"sweater, jumper",N5
1382590,せっけん,,soap,N5
1472740,せびろ,背広,business suit,N5
1237680,せまい,狭い,Narrow,N5
2839962,ゼロ,,Zero,N5
1388740,せん,千,Thousand,N5
1387500,せんげつ,先月,last month,N5
1387870,せんしゅう,先週,last week,N5
1387990,せんせい,先生,"teacher, doctor",N5
1390980,せんたく,洗濯,Washing,N5
1396130,ぜんぶ,全部,All,N5
1399790,そうじ,掃除,"to clean, to sweep",N5
1612860,そうして,,And,N5
1006730,そして,,And,N5
1006670,そこ,其処,that place,N5
1006780,そちら,,over there,N5
1006780,そっち,,over there,N5
1203250,そと,外,Outside,N5
1006830,その,其の,That,N5
1403830,そば,側,"near, beside",N5
1245290,そら,空,Sky,N5
2216210,それ,,that,N5
1006980,それから,,after that,N5
1406050,それでは,,in that situation,N5
1413240,だいがく,大学,university,N5
1413890,たいしかん,大使館,embassy,N5
1414150,だいじょうぶ,大丈夫,all right,N5
1413660,だいすき,大好き,to be very likeable,N5
1414340,たいせつ,大切,important,N5
1412640,だいどころ,台所,kitchen,N5
1415000,たいへん,大変,difficult situation,N5
1283190,たかい,高い,"tall, expensive",N5
1415870,たくさん,,many,N5
1076190,タクシー,,taxi,N5
1338180,だす,出す,to put out,N5
1597040,たつ,立つ,to stand,N5
1335640,たて,縦,"length,height",N5
1257540,たてもの,建物,building,N5
1207240,たのしい,楽しい,enjoyable,N5
1548370,たのむ,頼む,to ask,N5
1597150,たばこ,,"tobacco,cigarettes",N5
1407980,たぶん,多分,probably,N5
1358340,たべもの,食べ物,food,N5
1358280,たべる,食べる,to eat,N5
1549140,たまご,卵,egg,N5
1416830,だれ,誰,who,N5
1416840,だれか,誰か,somebody,N5
1419110,たんじょうび,誕生日,birthday,N5
2546180,だんだん,,gradually,N5
1347750,ちいさい,小さい,little,N5
2136180,ちいさな,小さな,little,N5
1242130,ちかい,近い,near,N5
1158880,ちがう,違う,to differ,N5
1242160,ちかく,近く,near,N5
1420900,ちかてつ,地下鉄,underground train,N5
1421290,ちず,地図,map,N5
1422720,ちゃいろ,茶色,brown,N5
1597530,ちゃわん,,rice bowl,N5
1427340,ちょうど,丁度,exactly,N5
1163940,ちょっと,,somewhat,N5
2225040,ついたち,一日,first of month,N5
1305990,つかう,使う,to use,N5
1483740,つかれる,疲れる,to get tired,N5
1316380,つぎ,次,next,N5
1422970,つく,着く,to arrive at,N5
1220210,つくえ,机,desk,N5
1597890,つくる,作る,to make,N5
1495770,つける,付ける,to turn on,N5
1240825,つとめる,勤める,to work for someone,N5
1008190,つまらない,,boring,N5
1556730,つめたい,冷たい,cold to the touch,N5
1236070,つよい,強い,powerful,N5
1327190,て,手,hand,N5
1078750,テープ,,tape,N5
1078630,テーブル,,table,N5
1078810,テープレコーダー,,tape recorder,N5
1598550,でかける,出かける,to go out,N5
1327720,てがみ,手紙,letter,N5
1340450,できる,出来る,to be able to,N5
1338850,でぐち,出口,exit,N5
1079760,テスト,,test,N5
1008450,では,,with that...,N5
1083590,デパート,,department store,N5
1008460,でも,,but,N5
1338240,でる,出る,"to appear,to leave",N5
1080510,テレビ,,television,N5
1438690,てんき,天気,weather,N5
1443000,でんき,電気,"electricity,electric light",N5
1443530,でんしゃ,電車,electric train,N5
1443840,でんわ,電話,telephone,N5
1266970,と,戸,Japanese style door,N5
1087820,ドア,,Western style door,N5
1084810,トイレ,,toilet,N5
1008910,どう,如何,"how,in what way",N5
1466940,どうして,,for what reason,N5
1189130,どうぞ,,please,N5
1451470,どうぶつ,動物,animal,N5
1009000,どうも,,thanks,N5
1177800,とおい,遠い,far,N5
1335000,とおか,十日,"ten days,the tenth day",N5
1598680,ときどき,時々,sometimes,N5
1316140,とけい,時計,"watch,clock",N5
1577140,どこ,,where,N5
1343100,ところ,所,place,N5
1468060,とし,年,year,N5
1370420,としょかん,図書館,library,N5
1189360,どちら,,which of two,N5
1189360,どっち,,which,N5
1008630,とても,,very,N5
1189370,どなた,,who,N5
1555830,となり,隣,next door to,N5
1920240,どの,何の,which,N5
1429700,とぶ,飛ぶ,"to fly,to hop",N5
1310620,とまる,止まる,to come to a halt,N5
1540170,ともだち,友達,friend,N5
1445590,どようび,土曜日,Saturday,N5
1430250,とり,鳥,bird,N5
1253020,とりにく,とり肉,chicken meat,N5
1326980,とる,取る,to take something,N5
1298790,とる,撮る,to take a photo or record a film,N5
1009290,どれ,,which (of three or more),N5
1089890,ナイフ,,knife,N5
1423310,なか,中,middle,N5
1429750,ながい,長い,long,N5
1532870,なく,鳴く,"animal noise. to chirp, roar or croak etc.",N5
1529530,なくす,無くす,to lose something,N5
1577120,なぜ,,why,N5
1191320,なつ,夏,summer,N5
1191420,なつやすみ,夏休み,summer holiday,N5
1582300,など,,et cetera,N5
1319220,ななつ,七つ,seven,N5
1579630,なのか,七日,"seven days,the seventh day",N5
1531710,なまえ,名前,name,N5
1333070,ならう,習う,to learn,N5
1508380,ならぶ,並ぶ,"to line up,to stand in a line",N5
1508390,ならべる,並べる,"to line up,to set up",N5
1375610,なる,,to become,N5
2846738,なん,何,what,N5
1577100,なに,何,what,N5
1461140,に,二,two,N5
1463480,にぎやか,賑やか,"bustling,busy",N5
1463520,にく,肉,meat,N5
1380840,にし,西,west,N5
1464900,にちようび,日曜日,Sunday,N5
1195430,にもつ,荷物,luggage,N5
1091500,ニュース,,news,N5
1436130,にわ,庭,garden,N5
1416400,ぬぐ,脱ぐ,to take off clothes,N5
1183300,ぬるい,温い,luke warm,N5
1092820,ネクタイ,,"tie,necktie",N5
1467640,ねこ,猫,cat,N5
1360010,ねる,寝る,"to go to bed,to sleep",N5
1093450,ノート,,"notebook,exercise book",N5
1352570,のぼる,登る,to climb,N5
1600430,のみもの,飲み物,a drink,N5
1169870,のむ,飲む,to drink,N5
1355120,のる,乗る,"to get on,to ride",N5
1313000,は,歯,tooth,N5
1100760,パーティー,,party,N5
1010080,はい,,yes,N5
1201940,はいざら,灰皿,ashtray,N5
1465590,はいる,入る,"to enter,to contain",N5
1546590,はがき,葉書,postcard,N5
1607260,はく,履く,"to wear,to put on trousers",N5
1585650,はこ,箱,box,N5
1237410,はし,橋,bridge,N5
1476410,はし,箸,chopsticks,N5
1307500,はじまる,始まる,to begin,N5
1342540,はじめ,初め,beginning,N5
1342540,はじめ,始め,beginning,N5
1342550,はじめて,初めて,for the first time,N5
1402540,はしる,走る,to run,N5
1098390,バス,,bus,N5
1098620,バター,,butter,N5
1600790,はたち,二十歳,"20 years old,20th year",N5
1451150,はたらく,働く,to work,N5
1583090,はち,八,eight,N5
1600850,はつか,二十日,"twenty days,twentieth",N5
1194500,はな,花,flower,N5
1486720,はな,鼻,nose,N5
1600900,はなし,話,"talk,story",N5
1562350,はなす,話す,to speak,N5
1404975,はやい,早い,early,N5
1404975,はやい,速い,quick,N5
1341000,はる,春,spring,N5
1427900,はる,貼る,to stick,N5
1376460,はれ,晴れ,clear weather,N5
1376470,はれる,晴れる,to be sunny,N5
1478750,はん,半,half,N5
1482110,ばん,晩,evening,N5
1103090,パン,,bread,N5
1096420,ハンカチ,,handkerchief,N5
1482290,ばんごう,番号,number,N5
1601340,ばんごはん,晩御飯,evening meal,N5
1479890,はんぶん,半分,half minute,N5
1447440,ひがし,東,east,N5
1169250,ひく,引く,to pull,N5
1419370,ひく,弾く,"to play an instrument with strings, including piano",N5
1434180,ひくい,低い,"short,low",N5
1485470,ひこうき,飛行機,aeroplane,N5
1290800,ひだり,左,left hand side,N5
1580640,ひと,人,person,N5
1160820,ひとつ,一つ,one,N5
1162130,ひとつき,一月,one month,N5
1576150,ひとり,一人,one person,N5
1577280,ひま,暇,free time,N5
1488000,ひゃく,百,hundred,N5
1490220,びょういん,病院,hospital,N5
1490230,びょうき,病気,illness,N5
1426250,ひる,昼,"noon, daytime",N5
1602340,ひるごはん,昼御飯,midday meal,N5
1278410,ひろい,広い,"spacious,wide",N5
1109380,フィルム,,roll of film,N5
1499690,ふうとう,封筒,envelope,N5
1115150,プール,,swimming pool,N5
1110110,フォーク,,fork,N5
1370760,ふく,吹く,to blow,N5
1500940,ふく,服,clothes,N5
1461160,ふたつ,二つ,two,N5
1457440,ぶたにく,豚肉,pork,N5
1582670,ふたり,二人,two people,N5
1462900,ふつか,二日,"two days, second day of the month",N5
