english_word,part_of_speech,german,cefr_level,guideword,topic
stick with sth/sb,phrasal verb,bei jdm. bleiben,B2,,
sticky,adjective,klebrig,B1,THAT CAN STICK,
stiff,adjective,steif,B2,HARD,describing things
stiff,adjective,steif,B2,DIFFICULT TO MOVE,describing things
stiff,adjective,steif,C2,FORMAL,people: personality
stiff,adjective,steif,C2,SEVERE,
"stiff drink/whisky/vodka, etc.",phrase,starkes Getränk/Whisky/Wodka usw.,C2,,food and drink
still,adverb,Trotzdem,A2,CONTINUING,
still,adverb,Trotzdem,B1,DESPITE,
still,adjective,Trotzdem,B1,DRINK,food and drink
still,adjective,Trotzdem,C2,WATER/AIR,
still,adjective,Trotzdem,B2,NOT MOVING,
stimulate,verb,stimulieren,B2,ENCOURAGE,people: actions
stimulate,verb,stimulieren,B2,MAKE EXCITED,people: personality
stimulus,noun,Stimulus,C2,,
stir,verb,Aufsehen,B1,MIX,"food and drink, people: actions"
stir,verb,Aufsehen,C2,MOVE,
stir,verb,Aufsehen,C2,FEEL,
stir up sth or stir sth up,phrasal verb,aufrühren oder aufrühren,C2,,
stitch,noun,Stich,C2,THREAD,
stitch,noun,Stich,C2,WOUND,body and health
stock,noun,Aktie,B2,SHOP,shopping
stock,verb,Aktie,C1,,shopping
stocking,noun,Strumpf,C1,,clothes
stock market,noun,Börse,C1,,money
stomach,noun,Magen,A2,,body and health
stomach ache,noun,Bauchschmerzen,A2,,body and health
stone,noun,Stein,B1,JEWEL,natural world
stone,noun,Stein,B1,ROCK,natural world
stone,noun,Stein,C2,SEED,food and drink
stool,noun,Hocker,B2,,buildings
stop,verb,stoppen,A1,FINISH,people: actions
stop,verb,stoppen,A2,BUS/TRAIN,travel
stop,verb,stoppen,B1,PREVENT,people: actions
stop,verb,stoppen,A2,PAUSE,
stop,verb,stoppen,B1,NOT MOVE,people: actions
stop,verb,stoppen,B1,NOT OPERATE,technology
stop,noun,stoppen,A1,PLACE,travel
stop,noun,stoppen,B1,JOURNEY/ACTIVITY,
stop at nothing,phrase,vor nichts Halt machen,C1,,
stopover,noun,Zwischenstopp,B2,,travel
stop over,phrasal verb,einen Zwischenstopp einlegen,B2,,"people: actions, travel"
stop short of sth/doing sth,phrase,aufhören/tun,C2,,
storage,noun,Lagerung,B2,,
store,noun,speichern,B1,,"buildings, shopping"
store,verb,speichern,B2,KEEP,people: actions
store,verb,speichern,B2,COMPUTER,"people: actions, technology"
store up sth,phrasal verb,speichern,C2,KEEP,
store up sth,phrasal verb,speichern,C1,REMEMBER,
storey,noun,Etage,B2,,buildings
storm,noun,Sturm,A2,,natural world
stormy,adjective,stürmisch,C1,ARGUING,describing things
stormy,adjective,stürmisch,B2,WEATHER,natural world
story,noun,Geschichte,A2,DESCRIPTION,communication
story,noun,Geschichte,B2,REPORT,"arts and media, communication"
story,noun,Geschichte,C2,EXPLANATION,communication
straight,adjective,gerade,A2,NOT CURVING,describing things
straight,adjective,gerade,B2,HONEST,communication
straight,adjective,gerade,B2,LEVEL,describing things
straight,adverb,gerade,B1,IMMEDIATELY,
straight,adverb,gerade,A2,LINE,
straight away,phrase,sofort,B1,,
straightforward,adjective,einfach,B2,,
strain,noun,Beanspruchung,B2,PRESSURE,
strain,noun,Beanspruchung,C2,INJURY,body and health
strain,noun,Beanspruchung,B2,WORRY,people: personality
strain,verb,Beanspruchung,B2,INJURE,"body and health, people: actions"
strain,verb,Beanspruchung,C2,MONEY,
strand,noun,Strand,C2,THREAD,
strand,noun,Strand,C2,PART OF STORY,
stranded,adjective,gestrandet,C2,,
strange,adjective,seltsam,A2,UNUSUAL,
strange,adjective,seltsam,B1,NOT FAMILIAR,
strangely,adverb,seltsam,B2,,
strangely enough,phrase,seltsamerweise,B2,,
stranger,noun,Fremder,B1,,relationships
strap,noun,Gurt,C2,,clothes
strategic,adjective,strategisch,C1,,
strategically,adverb,strategisch,C2,,
strategy,noun,Strategie,B2,,
straw,noun,Stroh,C2,TUBE,food and drink
straw,noun,Stroh,C1,,natural world
strawberry,noun,Erdbeere,B1,,food and drink
stream,noun,Strom,B1,SMALL RIVER,natural world
street,noun,Straße,A1,,travel
Street,phrase,Straße,A1,,
strength,noun,Stärke,B2,STRONG,people: appearance
strength,noun,Stärke,C1,GOOD QUALITIES,
strength,noun,Stärke,C1,BEING BRAVE,people: personality
strength,noun,Stärke,C2,INFLUENCE,
strengthen,verb,stärken,B2,,people: appearance
strenuous,adjective,anstrengend,C2,,
stress,noun,Stress,B1,WORRY,people: personality
stress,noun,Stress,C1,IMPORTANCE,
stress,noun,Stress,B2,PRONUNCIATION,communication
stress,verb,Stress,B2,EMPHASIZE,communication
stress,verb,Stress,B2,PRONOUNCE,communication
stressed,adjective,betont,B1,,people: personality
stressful,adjective,stressig,B1,,people: personality
stretch,verb,strecken,B2,MAKE BIGGER,people: actions
stretch,verb,strecken,B2,BODY,people: actions
stretch,noun,strecken,C1,,natural world
"stretch away/into, etc.",phrase,sich weg/nach innen strecken usw.,C2,,
strict,adjective,strikt,B1,PERSON,people: personality
strict,adjective,strikt,B2,RULE,crime
strict,adjective,strikt,B2,BEHAVIOUR,people: personality
strict,adjective,strikt,C2,EXACT,
strictly,adverb,streng,B2,EXACTLY,
strictly forbidden/prohibited,phrase,strengstens verboten/verboten,B2,,
strike,verb,schlagen,B1,HIT,people: actions
strike,verb,schlagen,B2,THINK,
strike,verb,schlagen,B2,STOP WORK,work
strike,verb,schlagen,C2,EFFECT,
strike,noun,schlagen,B1,,work
strike a balance,phrase,einen Ausgleich schaffen,C1,,
strike a match,phrase,ein Streichholz anzünden,C2,,
"strike gold, oil, etc.",phrase,"auf Gold, Öl usw. stoßen",C2,,
striker,noun,Stürmer,C1,WORKER,work
striker,noun,Stürmer,C2,FOOTBALL PLAYER,shopping
strike sb as sth,phrase,schlagen als,C2,,
striking,adjective,auffällig,B2,,
string,noun,Zeichenfolge,B2,ROPE,
string,noun,Zeichenfolge,B2,MUSICAL INSTRUMENT,arts and media
strip,noun,Streifen,C1,,describing things
stripe,noun,Streifen,B1,,describing things
strive,verb,streben,C2,,
stroke,noun,Schlaganfall,B2,ILLNESS,body and health
stroke,noun,Schlaganfall,C1,SWIMMING,shopping
stroke,noun,Schlaganfall,C2,MOVEMENT,
stroke,verb,Schlaganfall,B2,,people: actions
stroll,noun,Spaziergang,C1,,
"stroll along/down/through, etc.",phrase,entlang/unten/durch schlendern usw.,C1,,people: actions
strong,adjective,stark,A2,PHYSICALLY POWERFUL,people: appearance
strong,adjective,stark,B1,DIFFICULT TO BREAK,describing things
strong,adjective,stark,B1,NOTICEABLE,describing things
strong,adjective,stark,B1,PRODUCED WITH POWER,
strong,adjective,stark,B1,RELATIONSHIP,relationships
strong,adjective,stark,B2,GOOD QUALITY,describing things
strong,adjective,stark,B2,PERSONALITY,people: personality
strong,adjective,stark,B2,DETERMINED,people: personality
strong language,phrase,starke Sprache,C1,,communication
strongly,adverb,stark,B2,,communication
"strong opposition/support, etc.",phrase,starker Widerstand/Unterstützung usw.,C2,,
structural,adjective,strukturell,C2,,
structure,noun,Struktur,B2,WAY PARTS ARE ARRANGED,buildings
structure,noun,Struktur,C2,BUILDING,buildings
structure,verb,Struktur,C2,,
structured,adjective,strukturiert,C2,,
struggle,verb,Kampf,B2,TRY HARD,people: actions
struggle,verb,Kampf,C2,TRY TO DEFEAT/PREVENT,people: actions
struggle,verb,Kampf,B2,FIGHT,people: actions
struggle,noun,Kampf,B2,EFFORT,people: actions
struggle,noun,Kampf,B2,FIGHT,people: actions
stubborn,adjective,hartnäckig,B2,,people: personality
stubbornness,noun,Sturheit,C2,,people: personality
stuck,adjective,gesteckt,B2,NOT MOVE,
stuck,adjective,gesteckt,C1,NOT CONTINUE,
student,noun,Student,A1,,education
studies,phrase,Studien,A2,,"education, people: actions"
studio,noun,Studio,B1,FILM,"arts and media, buildings"
studio,noun,Studio,B1,TV/RADIO/MUSIC,"arts and media, buildings"
studio,noun,Studio,B2,ART,"arts and media, buildings"
study,noun,Studie,B1,ROOM,buildings
study,noun,Studie,B2,LEARNING,"education, people: actions"
study,noun,Studie,B2,EXAMINING,people: actions
study,verb,Studie,A1,UNIVERSITY/SCHOOL,"education, people: actions"
study,verb,Studie,B2,EXAMINE,education
study,verb,Studie,B2,LOOK AT,people: actions
stuff,noun,Sachen,B1,SUBSTANCE,
"stuff sth in/into/behind, etc.",phrase,Sachen in/in/hinter usw.,C2,,relationships
stumble,verb,stolpern,C2,FALL,
stumble,verb,stolpern,C2,PAUSE,
stumble across/on/upon sth/sb,phrasal verb,über/auf/auf/über jdn. stolpern,C2,,
stunned,adjective,betäubt,C2,,people: personality
stunning,adjective,atemberaubend,B2,,describing things
stupid,adjective,dumm,B1,,people: personality
stupidity,noun,Dummheit,C2,,people: personality
style,noun,Stil,B1,FASHION,
style,noun,Stil,B1,WAY,
style,noun,Stil,B2,QUALITY,people: appearance
stylish,adjective,stilvoll,B1,,clothes
subconsciously,adverb,unbewusst,C2,,
subject,noun,Thema,B1,GRAMMAR,
subject,noun,Thema,A1,STUDY,education
subject,noun,Thema,B1,THING TALKED ABOUT,communication
subject,adjective,Thema,C2,STORY/PAINTING,
subjective,adjective,subjektiv,C1,,
subject sb/sth to sth,phrasal verb,Thema/etw,C2,,
subject to sth,phrase,unterliegen,C2,,
subject to sth,phrase,unterliegen,C1,,
submit,verb,einreichen,B2,GIVE,"communication, people: actions"
submit,verb,einreichen,C2,OBEY,
subsequent,adjective,anschließend,C1,,
subsequently,adverb,anschließend,C1,,
subsidy,noun,Subvention,C1,,money
substance,noun,Substanz,B2,MATERIAL,
substantial,adjective,erheblich,B2,,describing things
substantially,adverb,im Wesentlichen,C1,,
substitute,verb,Ersatz,B2,,people: actions
substitute,noun,Ersatz,B2,,
substitution,noun,Auswechslung,C1,,
subtitles,noun,Untertitel,C1,,arts and media
subtle,adjective,subtil,C2,NOT STRONG,
subtle,adjective,subtil,C2,NOT OBVIOUS,
subtle,adjective,subtil,C2,CLEVER,
suburb,noun,Vorort,B2,,natural world
subway,noun,U-Bahn,B2,,travel
succeed,verb,gelingen,B1,,people: actions
success,noun,Erfolg,B1,ACHIEVEMENT,
success,noun,Erfolg,B1,GOOD THING,
successful,adjective,erfolgreich,B1,ACHIEVEMENT,
successful,adjective,erfolgreich,B2,WORK,
successful,adjective,erfolgreich,B2,POPULAR,
successfully,adverb,erfolgreich,B2,,
successive,adjective,sukzessive,C2,,
successor,noun,Nachfolger,C1,PERSON,work
successor,noun,Nachfolger,C2,THING,
succumb,verb,erliegen,C2,NOT STOP,
succumb,verb,erliegen,C2,SUFFER,body and health
such,determiner,solch,B2,REFER TO PERSON/THING,
such,pronoun,solch,C2,,
such a(n),phrase,so ein(n),A2,,communication
such as,phrase,wie zum Beispiel,A2,,communication
suck,verb,saugen,C2,,
sudden,adjective,plötzlich,B2,,
suddenly,adverb,plötzlich,B1,,
sue,verb,verklagen,C1,,
suffer,verb,leiden,B2,FEEL PAIN,"body and health, people: personality"
suffer,verb,leiden,B2,EXPERIENCE,people: personality
sufferer,noun,Leidende,C2,,body and health
suffer from sth,phrase,leiden darunter,B1,,body and health
suffering,noun,leiden,B2,,"body and health, people: personality"
sufficient,adjective,ausreichend,B2,,describing things
sufficiently,adverb,ausreichend,C1,,describing things
suffix,noun,Suffix,B2,,
sugar,noun,Zucker,A1,,food and drink
suggest,verb,vorschlagen,B1,IDEA,communication
suggest,verb,vorschlagen,B1,ADVICE,communication
suggest,verb,vorschlagen,B2,SEEM TRUE,
suggestion,noun,Anregung,B1,IDEA,communication
suicide,noun,Selbstmord,B2,,
suit,noun,Anzug,A2,,clothes
suit,verb,Anzug,B2,LOOK ATTRACTIVE,"clothes, people: appearance"
suit,verb,Anzug,B2,BE RIGHT,
suitability,noun,Eignung,C1,,
suitable,adjective,geeignet,B1,,
suitably,adverb,geeignet,B2,,
suitcase,noun,Koffer,A2,,travel
sum,noun,Summe,B1,,money
summarize,verb,zusammenfassen,C1,,communication
summary,noun,Zusammenfassung,B2,,communication
summer,noun,Sommer,A1,,natural world
summit,noun,Gipfel,C2,MEETING,
summit,noun,Gipfel,C1,MOUNTAIN,
summon,verb,beschwören,C2,ORDER,
summon,verb,beschwören,C2,,
summon,verb,beschwören,C2,HELP,
sum up (sth/sb) or sum (sth/sb) up,phrasal verb,(etw/jen) zusammenfassen oder zusammenfassen,B2,,communication
sun,noun,Sonne,A1,,natural world
sunbathe,verb,sonnenbaden,B1,,people: actions
Sunday,noun,Sonntag,A1,,
sunglasses,noun,Sonnenbrille,A2,,clothes
sunlight,noun,Sonnenlicht,B2,,natural world
sunny,adjective,sonnig,A2,,natural world
sunrise,noun,Sonnenaufgang,B1,,natural world
sunset,noun,Sonnenuntergang,B1,,natural world
sunshine,noun,Sonnenschein,B1,,natural world
superb,adjective,großartig,B2,,describing things
superficial,adjective,oberflächlich,C2,NOT SERIOUS,people: personality
superficial,adjective,oberflächlich,C2,NOT COMPLETE,
superficially,adverb,oberflächlich,C2,,
superfluous,adjective,überflüssig,C2,,
superior,adjective,Vorgesetzter,C1,BETTER,
superior,adjective,Vorgesetzter,C2,OPINION,people: personality
superior,noun,Vorgesetzter,C1,,work
superiority,noun,Überlegenheit,C2,OPINION,people: personality
superiority,noun,Überlegenheit,C2,BETTER,
superlative,noun,Superlativ,A2,,
supermarket,noun,Supermarkt,A1,,"buildings, shopping"
supernatural,adjective,übernatürlich,B2,,
supervise,verb,überwachen,B2,,people: actions
supervision,noun,Aufsicht,C1,,people: actions
supervisor,noun,Aufsicht,C1,,work
supper,noun,Abendessen,A2,,food and drink
supplement,noun,ergänzen,C2,,
supplement,verb,ergänzen,C2,,
supplementary,adjective,ergänzend,C2,,
supplier,noun,Anbieter,B2,,shopping
supply,noun,liefern,B2,,
supply,verb,liefern,B2,,people: actions
support,verb,Unterstützung,B1,SPORT,shopping
support,verb,Unterstützung,B1,PROVIDE,"money, people: actions"
support,verb,Unterstützung,B1,HELP,"people: actions, relationships"
support,verb,Unterstützung,B2,AGREE,communication
support,verb,Unterstützung,B2,ENCOURAGE,people: actions
support,verb,Unterstützung,C1,PROVE,communication
support,verb,Unterstützung,C2,HOLD,
support,noun,Unterstützung,B1,HELP,people: actions
support,noun,Unterstützung,B2,AGREEMENT,communication
support,noun,Unterstützung,B2,MONEY,money
supporter,noun,Fan,B1,SPORT,shopping
supporter,noun,Fan,B2,"OF IDEA/PERSON, ETC.",
supportive,adjective,unterstützend,C1,,people: personality
suppose,verb,vermuten,C1,LIKELY,
supposedly,adverb,angeblich,C1,,
suppose/supposing (that),phrase,annehmen/annehmen (dass),C1,,
suppress,verb,unterdrücken,C2,FEELINGS,
suppress,verb,unterdrücken,C2,INFORMATION,
suppress,verb,unterdrücken,C2,FIGHT,
sure,adjective,Sicher,A2,CERTAIN,
sure,adverb,Sicher,A2,AGREEMENT,communication
sure enough,phrase,sicher genug,C2,,
surely,adverb,sicherlich,B2,LIKELY,communication
surely,adverb,sicherlich,B2,EXPRESS SURPRISE,communication
surf,verb,surfen,A2,,"people: actions, technology"
surf,verb,surfen,B1,WAVES,"people: actions, shopping"
surface,noun,Oberfläche,B2,TOP,
surface,noun,Oberfläche,B2,PERSON,
surfing,noun,Surfen,A2,,"people: actions, shopping"
surge,verb,Anstieg,C1,,
surge,noun,Anstieg,C1,,
surgeon,noun,Chirurg,C1,,"body and health, work, work"
surgery,noun,Operation,B2,PLACE,"body and health, buildings"
surgery,noun,Operation,B2,OPERATION,body and health
surname,noun,Nachname,A2,,
surpass,verb,übertreffen,C2,,
surplus,noun,Überschuss,C2,,
surprise,noun,Überraschung,A2,EVENT,
surprise,noun,Überraschung,B2,FEELING,people: personality
surprise,verb,Überraschung,B1,,people: personality
surprised,adjective,überrascht,A2,,people: personality
surprising,adjective,überraschend,B1,,people: personality
surprisingly,adverb,überraschenderweise,B1,,people: personality
surrender,verb,aufgeben,C2,,
surround,verb,umgeben,B1,GO AROUND,
surround,verb,umgeben,C2,CONNECTED WITH,
surrounding,adjective,Umgebung,B2,,
surroundings,noun,Umgebung,B2,,
survey,verb,Umfrage,C1,QUESTION,
survey,noun,Umfrage,B2,,communication
survey,verb,Umfrage,C1,EXAMINE,
survival,noun,Überleben,B2,,
survive,verb,überleben,B2,,
survivor,noun,Überlebende,B2,,
suspect,verb,verdächtig,B2,THINK LIKELY,
suspect,verb,verdächtig,B2,THINK GUILTY,crime
suspect,verb,verdächtig,C2,NOT TRUST,
suspect,noun,verdächtig,B2,,crime
suspend,verb,aussetzen,B2,NOT ALLOW,"education, people: actions"
suspend,verb,aussetzen,C1,STOP,
suspense,noun,Spannung,C2,,
suspicion,noun,Verdacht,C1,THINK GUILTY,crime
suspicion,noun,Verdacht,B2,BELIEF,
suspicious,adjective,verdächtig,B2,NOT TRUSTING,people: personality
suspicious,adjective,verdächtig,B2,SEEMING WRONG,crime
suspiciously,adverb,verdächtig,B2,,
sustain,verb,aufrechterhalten,C2,CONTINUE,
sustain,verb,aufrechterhalten,C2,SUPPORT,
sustainability,noun,Nachhaltigkeit,C2,,
sustainable,adjective,nachhaltig,C1,CONTINUE,
sustainable,adjective,nachhaltig,C1,ENVIRONMENT,
swallow,verb,schlucken,B2,EAT,"food and drink, people: actions"
swallow,verb,schlucken,C2,ACCEPT,
"swallow your anger/disappointment/pride, etc.",phrase,Schlucken Sie Ihre Wut/Enttäuschung/Ihren Stolz usw. herunter.,C2,,
swallow your pride,phrase,Schluck deinen Stolz herunter,C2,IDIOM,
swan,noun,Schwan,B2,,animals
swap,verb,tauschen,C1,,
swear,verb,schwören,B2,RUDE WORDS,communication
swear,verb,schwören,B2,PROMISE,communication
swear,verb,schwören,C2,TRUE,
sweat,noun,Schweiß,B2,,body and health
sweat,verb,Schweiß,B2,,body and health
sweater,noun,Pullover,A2,,clothes
sweatshirt,noun,Sweatshirt,B1,,clothes
sweep,verb,fegen,B2,CLEAN,people: actions
"sweep along/into/past, etc.",phrase,entlang/in/vorbei fegen usw.,C2,,people: actions
sweet,adjective,süß,A1,TASTE,food and drink
sweet,adjective,süß,B1,KIND,people: personality
sweet,adjective,süß,A2,ATTRACTIVE,
sweet,noun,süß,A2,,food and drink
sweets,noun,Süßigkeiten,A2,,food and drink
swift,adjective,schnell,C2,,describing things
swiftly,adverb,schnell,C2,,
swim,noun,schwimmen,A2,,"people: actions, shopping"
swim,verb,schwimmen,A1,,"people: actions, shopping"
swimmer,noun,Schwimmer,B1,,shopping
swimming,noun,Baden,A2,,"people: actions, shopping"
swimming costume,noun,Badeanzug,A2,,clothes
swimming pool,noun,Schwimmbad,A1,,"buildings, shopping"
swing,noun,Swing,B2,,shopping
swing,verb,Swing,B2,,people: actions
switch,verb,schalten,B2,,people: actions
switch,noun,schalten,B1,,technology
switch off sth or switch sth off,phrasal verb,ausschalten oder ausschalten,B1,,"people: actions, technology"
switch on sth or switch sth on,phrasal verb,einschalten oder einschalten,B1,,"people: actions, technology"
swollen,adjective,geschwollen,B2,,body and health
sword,noun,Schwert,B2,,
syllable,noun,Silbe,B2,,communication
syllabus,noun,Lehrplan,C2,,education
symbol,noun,Symbol,B2,,communication
symbolic,adjective,symbolisch,C2,,
sympathetic,adjective,sympathisch,B2,PROBLEMS,people: personality
sympathetic,adjective,sympathisch,C2,IDEAS,
sympathize,verb,sympathisieren,C2,IDEAS,
sympathize,verb,sympathisieren,C2,PROBLEMS,
sympathy,noun,Sympathie,B2,CARING,people: personality
sympathy,noun,Sympathie,C2,IDEAS,
symptom,noun,Symptom,B2,ILLNESS,body and health
symptom,noun,Symptom,C2,PROBLEM,
synonym,noun,Synonym,C2,,
synonymous,adjective,gleichbedeutend,C2,CONNECTED,
synonymous,adjective,gleichbedeutend,C2,WORD,
