Rank,Hebrew,English,Pronunciation
9196,היוצאים,the departing / the leaving,hayots'im
9197,הישר,the straight (m.s.),hayashar
9198,התלונן,complained (m.s.),hitlonen
9199,התכונה,the character / the attribute / the commotion,hatkhuna
9200,הוקדש,was dedicated to / was devoted,hukdash
9201,הוכרה,was recognized,hukra
9202,הובלו,were led / were transported (pl.),huvlu
9203,השאלות,the questions,hashe'elot
9203,השאלות,landings,hash'alot
9204,העתיקים,the ancient / the old (m.pl.),ha'atikim
9205,העקרונות,the principles,ha'ekronot
9206,החלטתו,his decision,hakhlatato
9207,החודש,the month / this month,hakhodesh
9208,האדומה,the red (f.s.),ha'aduma
9209,הזרות,the foreign / the strangers (f.),hazarot
9209,הזרות,the strangeness,hazarut
9210,הכיס,the pocket,hakis
9211,הכללים,the rules,haklalim
9212,הכלואים,the imprisoned (m.pl.),haklu'im
9213,הדגיש,stressed / emphasized (m.s.),hidgish
9214,הגשמים,the rains,hagshamim
9215,הגביר,the rich man / the lord,hagvir
9215,הגביר,increased / amplified / strengthened (pl.),higbir
9216,הגב,the back,hagav
9217,הבינה,understood (f.s.),hevina
9218,הרושם,the impression,haroshem (n.)
9218,הרושם,that/who writes (m.s.),haroshem (v.)
9219,הציון,the marking / the pointing out / the grade,hatsiyun
9220,דפוס,print / pattern,dfus
9221,במשק,in an economy / in a farm,bemeshek
9222,במעמקי,from the depth of,mema'amkei
9223,במצבו,at his state / in his situation,bematsavo
9224,בשבתות,on Saturdays,beshabatot
9225,בקומה,on the [X] floor / at a height [of],bekoma
9226,בקבלת,on reception of,bekabalat
9227,בעבור,for,ba'avur
9228,באיכות,in a quality,be'eikhut
9228,באיכות,in the quality,ba'eikhut
9229,בחלקם,in part / in their part / [in] their share,bekhelkam
9230,בחג,during the holiday,bekhag
9231,בחרה,chose / selected / voted (f.s.),bakhra
9232,בהוראה,under an order,behora'a
9233,טיפות,drops,tipot
9234,טבעה,her nature,tiv'a
9234,טבעה,drowned (f.s.),tav'a
9235,רפואי,medical (m.s.),refu'i
9236,רבו,fought (pl.),ravu
9236,רבו,his rabbi / his teacher,rabo
9237,צער,sorrow / grief,tsa'ar
9238,צבעו,painted (pl.),tsav'u
9238,צבעו,his/its color,tsiv'o
9239,צרים,narrow / enemies / lay siege to / created / shaped (m.pl.),tsarim
9240,ספקות,doubts,sfekot
9241,נמכר,was sold (m.s.),nimkar
9242,נמרצות,vigorous / energetic / lively (f.pl.),nimratsot
9243,נאמן,loyal,ne'eman
9244,נחשים,snakes,nekhashim
9245,נכנסת,enters (f.s.),nikhneset
9246,נגדה,against her,negda
9247,נבחרות,the teams / the elected / the selected (f.pl.),hanivkharot
9248,משקיפים,observers,mashkifim
9249,מרידות,mutinies,meridot
9250,להתקדמות,to/for an advance / to/for a progress,lehitkadmut
9250,להתקדמות,to/for the advance / to/for the progress,lahitkadmut
9251,כיתור,surrounding / besetment,kitur
9252,ההליכים,the procedures / the proceedings,hahalikhim
9253,הסחה,diversion / distraction,hasakha
9254,מצבת,gravestone of / establishment / strength (of an army unit),matsevet
9255,קברי,graves of,kivrei
9256,עותק,copy,otek
9257,התעלם,ignored,hit'alem
9258,הושמדו,were destroyed / were exterminated (pl.),hushmedu
9259,נכבש,was occupied (m.s.),nikhbash
9260,מקלע,machine gun,mikla
9261,מטרתו,his goal / his target,matrato
9262,יריביו,his rivals / his opponents / his enemies,yerivav
9263,לטעון,to claim / to argue,lit'on
9264,ומצא,and found (m.s.),umatsa
9265,והמלחמה,and the war,vehamilkhama
9266,והוחלף,and was replaced,vehukhlaf
9267,שהוצבו,that were posted / that were placed,shehutsvu
9268,שנודעו,that was known (m.s.),shenoda
9269,קיצונים,extreme (m.pl.),kitsonim (adj.)
9269,קיצונים,extremists / radicals (m.pl.),kitsonim (n.)
9270,עקבותיו,his traces / his footprints,ikvotav
9271,אמורות,supposed (f.pl.),amurot
9272,אחיינו,his nephew,akhyano
9273,כישלונו,his failure,kishlono
9274,המתוכננת,the planned (f.s.),hametukhnenet
9275,המשכילים,the educated / the scholars,hamaskilim
9276,המקוריות,the original (f.pl.),hamekoriyot
9277,המכשול,the obstacle / the hurdle,hamikhshol
9278,המנהיגים,the leaders,hamanhigim
9279,הישגים,achievements,hesegim
9280,היבשתי,the continental / the terrestrial,hayabashti
9281,התוצרת,the produce / the output,hatotseret
9282,הולם,fits (cloth) / appropriate,holem
9283,השתלטו,took control (pl.),hishtaltu
9284,העונש,the punishment,ha'onesh
9285,החוקית,the legal (f.s.),hakhukit
9286,הכריזו,proclaimed / announced / declared (pl.),hikhrizu
9287,הגבירו,increased / amplified / strengthened (pl.),higbiru
9288,דרשה,required / demanded (f.s.),darsha
9289,בחופזה,hastily,bekhofza
9290,סופו,his/its end,sofo
9291,נקטו,took (action / step) (pl.),naktu
9292,מלומדים,scholars,melumadim
9293,מתנגד,resists / objects (m.s.),mitnaged
9294,מפורשת,explicit,meforeshet
9295,מאן,refused (m.s.),me'en
9296,מהירים,fast / rapid / quick (m.pl.),mehirim
9297,מהספינה,from the ship,mehasfina
9298,מהנדס,engineer,mehandes
9299,מרשימים,impressive (m.pl.),marshimim
9300,ילידי,natives of,yelidei
9301,למאסר,to incarceration,le'ma'asar
9301,למאסר,to the incarceration,la'ma'asar
9302,לתוקף,to/for an attacker,letokef
9302,לתוקף,to/for the attacker,latokef
9302,לתוקף,valid from / effective from,[nikhnas] letokef
9303,לשאר,to/for the rest,lash'ar
9304,לאותו,to/for the same,le'oto
9305,לאספה,to a meeting,le'asefa
9305,לאספה,to the meeting,la'asefa
9306,תוצאותיה,its results / its consequences (f.s.),tots'oteha
9307,תרמו,donated / contributed (pl.),tarmu
9308,ולקבל,and to receive / and to accept,ulkabel
9309,ולדברי,and according to,uldivrei
9310,ופעלו,and operated / and acted,ufa'alu
9311,ואמנות,and art,ve'omanut
9312,וחוסר,and lack / and deficiency / and shortage / and deficit,vekhoser
9313,ובצפון,and in the north,uvatsafon
9314,ובניגוד,and as opposed to / and contrary to,uvenigud
9315,שייכות,relevance / relation / ownership,shayakhut
9316,שיותר,that more,sheyoter
9317,שיקפו,reflected,shikfu
9318,שקיעה,sinking / decline / sunset,shki'a
9319,שרפו,burned (pl.),sarfu
9320,קורט,very small amount,koret
9321,חילק,divided / distributed (m.s.),khilek
9322,חולק,shares / disagrees (m.s.),kholek
9323,אסר,forbade / imprisoned (m.s.),asar
9324,המלכותית,the royal (f.s.),hamalkhutit
9325,המשרד,the office / the bureau / the Ministry,hamisrad
9326,המחוז,the district,hamakhoz
9327,המסעות,the journeys,hamasa'ot
9328,היצירות,the formations / the creations / the making / the works of art / the compositions,hayetsirot
9329,התחתן,got married (m.s.),hitkhaten
9330,הוצאתם,you spent / you took out / you published (m.pl.),hotsetem
9331,השמידו,destroyed / exterinated (pl.),hishmidu
9332,השמרנים,the conservatives,hashamranim
9333,העלתה,raised / increased / lifted / brought up (f.s.),he'elta
9334,העתידי,the prospective / the futuristic (m.s.),ha'atidi
9335,האסטרטגי,the strategic (m.s.),ha'estrategi
9336,ההתארגנות,the organization (getting organized),hahit'argenut
9337,הגירת,the immigration of,hagirat
9338,הבדלי,differences of,hevdelei
9339,הצפה,flooding / flotation,hatsafa
9340,במשבר,in a crisis,bemashber
9340,במשבר,in the crisis,bamashber
9341,במפורש,explicitly,bimforash
9342,במצור,under siege,bematsor
9342,במצור,during the siege,bamatsor
9343,ביגוד,clothing,bigud
9344,בפריצה,in a breakthrough / in a burglary / in an irruption,bifritsa
9344,בפריצה,in the breakthrough / in the burglary / in the irruption,bapritsa
9345,באלימות,violently,be'alimut
9346,באכזריות,cruelly / viciously,be'akhzariyut
9347,בכלכלה,in economy,bekalkala
9348,בהוצאות,[in] expenses / in editions / in publishing houses,behotsa'ot
9349,צלב,cross,tslav
9350,צומת,junction,tsomet
9351,נמנעת,is prevented / abstains (f.s.),nimna'at
9352,נקברו,were buried,nikberu
9353,נהרות,rivers,naharot
9354,נגדם,against them,negdam
9355,ממלכות,kingdoms,mamlakhot
9356,מותם,their death,motam
9357,מותרות,luxury,motarot
9358,מוקדמות,early / preliminary (f.pl.),mukdamot
9359,מועצה,council,mo'etsa
9360,משלימים,complete (m.pl.),mashlimim
9361,משקלו,his/its weight,mishkalo
9362,מעולה,excellent,me'ule
9363,מחודש,renewed,mekhudash
9364,מכשול,obstacle / hurdle,mikhshol
9365,מהמילה,from the word,mehamila
9366,מהאוכלוסייה,from the population,meha'ukhlusiya
9367,מרחקים,far away / lengths,merkhakim
9368,מנהיגות,leadership,manhigut
9369,יחסיה,her relations,yakhaseha
9370,למשבר,to/for the crisis,lamshber
9370,למשבר,to/for a crisis,lemashber
9371,לשיפור,to/for the improvement,lashipur
9371,לשיפור,to/for an improvement,leshipur
9372,לשר,to/for the minister,lasar
9372,לשר,to/for a minister,lesar
9373,לפגוש,to meet,lifgosh
9374,לעצירת,for stopping of / for the stopping of / for the cease of,le'atsirat
9375,לכנסייה,to church,leknesiya
9375,לכנסייה,to the church,laknesiya
9376,לבירת,to the capital of,lebirat
9377,לסופרים,to/for authors,lesofrim
9377,לסופרים,to/for the authors,lasofrim
9378,וירקות,and vegetables,viyrakot
9379,וולקני,volcanic,vulkani
9380,ושימוש,and use,veshimush
9381,ועקב,and due to / and because of,ve'ekev
9381,ועקב,and followed (m.s.),ve'akav
9381,ועקב,and a heel,ve'akev
9382,ועברו,and passed / and crossed / and went through (pl.),ve'avru
9383,ונבנה,and was built,venivna
9383,ונבנה,and we will build,venivne
9384,שמאחורי,that is behind,sheme'akhorei
9384,שמאחורי,that is behind me,sheme'akhorai
9385,ששכנה,that/who lived / that/who dwelt (f.s.),sheshakhna
9385,ששכנה,that a neighbor (f.s.),sheshkhena
9386,שקמו,that/who stood up / that/who woke up / that were established,shekamu
9387,שאירע,that happened / that occurred (m.s.),she'era
9388,שסברו,that/who thought / that/who assumed (pl.),shesavru
9389,שניסח,who phrased,shenisakh
9390,פליטים,refugees / survivors (m.pl.),plitim
9391,פלא,wonder / miracle,pele
9392,פלדה,steel,plada
9393,פומבית,public / overt (f.s.),pumbit
9394,פורה,fertile / productive,pore
9395,פחם,coal,pekham
9396,ערוץ,channel,aruts
9397,עצר,stopped / arrested (m.s.),atsar
9398,אמונים,faith / confidence,emunim
9398,אמונים,trained (m.pl.),amunim
9399,חירום,emergency,kherum
9400,אוכלוסין,population,ukhlusin
9401,חטיבות,brigades / sections,khativot
9402,כמורה,clergy,kmura
9402,כמורה,as a teacher (m.s.),kemore
9402,כמורה,as a teacher (f.s.),kemora
9403,כיפת,yarmulke / cap / dome,kipat
9404,כדרך,the same way as / as the way / as the road,kederekh
9405,כרב,as a rabbi,kerav
9406,המתאימה,the suitable / the appropriate / the applicable / the identical (f.s.),hamat'ima
9406,המתאימה,hamoderniyot,
9407,המודרניות,the modern (f.pl.),
9407,המודרניות,modernism,
9407,המודרניות,the modernism,hamoderniyut
9408,המשפיע,that effects / that influences (m.s.),hamashpi'a
9409,המפגש,the meeting / the encounter / the reunion,hamifgash
9410,המאמינים,the believers,hama'aminim
9411,התאוריות,the theories,hate'oryot
9412,הוכנסו,were inserted / were entered,hukhnesu
9413,הוטלו,were cast / were thrown,hutlu
9414,הוצאות,expenses / editions / publishing houses,hotsa'ot
9415,השירות,the service,hasherut
9416,השקפה,stance / point of view / looking,hashkafa
9417,הקפה,surrounding / encircling,hakafa
9418,הקדומות,the ancient (f.pl.),hakdumot
9419,האמצעים,the means / the middle,ha'emtsa'im
9420,האופייניים,The characteristic (m.pl.),ha'ofyaniyim
9421,החזקים,the strong (m.pl.),hakhazakim
9422,האגודה,the association,ha'aguda
9423,האגם,the lake,ha'agam
9424,הכריע,decided / subdued (m.s.),hikhri'a
9425,הדואר,the mail,hado'ar
9426,הדרגתי,gradual (m.s.),hadragati
9427,הגעתו,his arrival,haga'ato
9428,הגבלות,restriction of / limitation of,hagbalat
9429,הרפואיות,the medical (f.pl.),harefu'iyot
9430,הציוויליזציה,civilization,hatsivilizatsya
9431,הסתיימו,ended (pl.),histaymu
9432,הנדרש,the required (m.s.),hanidrash
9433,דיני,my judgment / my sentence / my law,dini
9433,דיני,laws of,dinei
9434,גבעות,hills,gva'ot
9435,במעצר,under arrest,bema'atsar
9436,במאמץ,with an effort,bema'amats
9437,במבנים,in buildings / in constructions,bemivnim
9437,במבנים,in the buildings / in the constructions,bamivnim
9438,במסגרתו,in its framework,bemisgarto
9439,ביומנו,in his diary,beyomano
9439,ביומנו,in our day,beyomenu
9440,בינם,between them (m.),beynam
9441,בשיאו,at his/its top / at his/its peak,besi'o
9442,בשפות,in the languages / on the edges,basafot
9442,בשפות,in languages / on edges,besafot
9442,בשפות,in the languages of / on the edges of,bisfot
9443,באיחוד,in the union,ba'ikhud
9443,באיחוד,in a union,be'ikhud
9444,באיטיות,slowly,be'itiyut
9445,בטוחים,secure / safe / certain (m.pl.),betukhim
9446,בצפיפות,dense / crowded,bitsfifut
9447,טיפוסי,characteristic,tipusi
9448,טיהור,purification,tihur
9449,טבעיות,natural (f.pl.),tiv'iyot
9450,טריים,fresh,triyim
9451,טרופיים,tropical (m.s.),tropiyim
9452,נישואין,marriage,nisu'in
9453,מוסמכים,authorized,musmakhim
9454,מנמל,from a harbor,minamal
9455,תגמול,pay back / recompense,tagmul
9456,אזכור,I will remember,ezkor
9456,אזכור,reference / mention,izkur
9457,המפקדה,the headquarters,hamifkada
9458,המרבי,the maximal,hameravi
9459,הלוואה,loan,halva'a
9460,הזמנית,the temporary,hzmanit
9461,הציונים,the Zionists (m.pl.),hatsiyonim (n.)
9461,הציונים,the Zionist (m.pl.),hatsiyonim (adj.)
9462,ברכבת,by the train / on the train,barakevet
9462,ברכבת,by train / on a train,berakevet
9463,מח,brain,mo'akh
9464,יציאתם,their exit,yesti'atam
9465,פירוט,detailing,perut
9466,חביב,pleasant / nice,khaviv
9467,כמקובל,as accepted / as conventional,kamekubal
9468,הנהגה,leadership,hanhaga
9469,ממוצעת,average (f.s.),memutsa'at
9470,מקבילים,parallel (m.pl.),makbilim
9471,מפורטים,detailed (m.pl.),meforatim
9472,מדור,department / compartment / branch,mador
9473,מדריכים,guides / instructors / trainers,madrikhim
